Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Macao SAR, China",MAC,13.60858974,22.52121677,25.17188016,25.74212398,31.48409738,34.86292717,46.4,47.327,49.24,54,55.198,60.20369672,61.31,65.8,69.78,77.60013186,81.64298546,83.17408907,83.79408961,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Madagascar,MDG,0.196394691,0.222511586,0.339720155,0.423252419,0.525353655,0.567721802,0.607552239,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397219,4.713662899,9.8,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malawi,MWI,0.126780945,0.164020725,0.215094727,0.278815116,0.347505335,0.384489334,0.42513749,0.965864737,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,5.3,11.47,13.78216439,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malaysia,MYS,21.38473116,26.6959725,32.33820434,34.97115234,42.25226563,48.62917025,51.63798899,55.7,55.8,55.9,56.3,61,65.8,57.05751226,63.66542588,71.06406781,78.78830993,80.14047901,81.20170665,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Maldives,MDV,2.203872939,3.617290649,5.347765169,5.97659285,6.588254875,6.869605067,11.03635278,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.46195515,59.09258997,63.18566588,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mali,MLI,0.142545755,0.185897413,0.227045578,0.310364443,0.43281964,0.507063136,0.729627281,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,11.11218649,13,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malta,MLT,13.11370871,17.87784832,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17,75.96,78.0751488,81.01191108,81.40313252,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Marshall Islands,MHL,1.534271796,1.706614078,2.335444575,2.569750367,3.599776814,3.878702398,3.795590214,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824418,29.78777936,38.70116262,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritania,MRT,0.192031462,0.261448552,0.363229415,0.424004896,0.481470438,0.669966475,0.979661253,1.433613196,1.87,2.28,4,4.5,5,6.2,10.7,15.19912669,18,20.80096366,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritius,MUS,7.281535115,8.780904019,10.25262467,12.1871062,13.68908859,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.11682514,44.80327537,50.13931848,52.19132594,55.4032403,58.5961697,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mexico,MEX,5.081384153,7.038023117,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299,59.540446,63.85224909,65.77263448,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Micronesia, Fed. Sts.",FSM,3.734862137,4.660527199,5.570099705,9.2325021,11.01786731,11.8813691,12.75033925,13.62113273,14.49,15.35,20,22.8,25.974423,27.8,29.65,31.50108128,33.35216255,35.30405287,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Moldova,MDA,1.282846417,1.487812952,3.787242799,7.407544584,10.62939084,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38,43.37,60,67,69,70.99999911,76.12451989,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Monaco,MCO,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,95.20817797,97.05297684,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mongolia,MNG,1.255652004,1.653238239,2.039572603,..,..,..,..,9,9.8,10,10.2,12.49999111,16.4,17.69998424,19.94244743,22.50000413,22.2657705,23.71426517,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Montenegro,MNE,..,..,..,..,25.3500686,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61,68.11958104,69.88164684,71.27233254,71.517253,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Morocco,MAR,0.693791245,1.371438101,2.373253192,3.353366681,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8,57.08,58.27123642,61.76221201,64.80386519,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mozambique,MOZ,0.10959253,0.160031947,0.259612611,0.419538844,0.679447835,0.854357118,0.842954488,0.91,1.56,2.68,4.17,4.3,6,7.29393733,9.236314896,16.93353299,17.52123909,10,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Myanmar,MMR,..,0.000289277,0.000426494,0.024064149,0.024337392,0.065238856,0.182048331,0.217128445,0.22,0.22,0.25,0.98,4,8,11.52,21.72583401,25.07330424,30.67818311,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Namibia,NAM,1.644739547,2.416979442,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.03334594,51,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nauru,NRU,..,2.987155233,..,..,..,..,..,..,..,..,..,54,..,..,..,..,..,57,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nepal,NPL,0.204651684,0.240015303,0.31295606,0.382810917,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161801,19.68876384,34,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Netherlands,NLD,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,94.71207372,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Caledonia,NCL,13.93954882,18.23710978,22.38979742,26.40833447,30.29804621,32.35901475,33.51571468,35.05,34.51,33.99,42,50,58,66,70,74.00175279,..,82.0058408,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Zealand,NZL,47.37955654,53.24101529,59.08075328,60.96253987,61.84762781,62.72021237,69,69.76,72.03,79.7,80.46,81.23,81.64447018,82.78,85.5,88.22288882,88.47018635,90.81109307,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nicaragua,NIC,0.980216487,1.448799428,1.714729584,1.880412532,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7042915,24.57183396,27.86304001,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Niger,NER,0.036261294,0.105185431,0.127152469,0.155698704,0.189933734,0.221341351,0.294033977,0.39039062,0.7,0.76,0.83,0.9,1.05,1.15,1.248675689,2.476219975,4.32275803,10.22431156,5.250487687,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nigeria,NGA,0.064080808,0.08990137,0.320461976,0.558576245,1.286137641,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,36,25.67,42,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,North Macedonia,MKD,2.485566316,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.3802,72.15681447,74.51682418,79.16775519,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Norway,NOR,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103,97.29820367,96.3576013,96.49165799,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Oman,OMN,3.520421417,5.893841521,6.873396039,7.255742945,6.75885217,6.68358142,8.299716673,16.68,20,26.8,35.8278,48,60,66.45,70.22,73.53,76.84539047,80.18563573,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Pakistan,PAK,..,1.318550779,2.577426737,5.041158126,6.164320985,6.332329098,6.5,6.8,7,7.5,8,9,9.96,10.9,12,14,12.38544676,15.51,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Palau,PLW,..,..,20.24393947,21.60152718,26.97033263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Panama,PAN,6.554796477,7.268399878,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54,57.86509007,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Papua New Guinea,PNG,0.835249302,0.904103545,1.321656935,1.374404668,1.507912772,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.601538462,11.20919659,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Paraguay,PRY,0.747630712,1.098793836,1.794969598,2.111942082,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43,49.72,53.40412748,61.07575622,64.99354302,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Peru,PER,3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.85260091,45.46174069,48.72763146,52.54031157,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Philippines,PHL,1.982253196,2.52400566,4.332275746,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9,25,29,36.2351,48.09902359,49.6,36,55.5,60.05476033,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Poland,POL,7.285428708,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.997,73.3007041,75.98536595,77.54173454,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Portugal,PRT,16.43046769,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.6329,70.42356709,73.79121395,74.66096828,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Puerto Rico,PRI,10.47464821,15.63003092,17.54764757,19.70702566,22.13073823,23.40005045,25.44241821,27.86,38,41.5,45.3,48,68.9999826,68.99999,..,63.47,68.6438072,70.59787359,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Qatar,QAT,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Romania,ROU,3.613717291,4.538669029,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.7632,59.50395129,63.74728218,70.68127793,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Russian Federation,RUS,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,26.83,29,43,49,63.8,67.97,70.52,70.1,73.09143462,76.00813853,80.86472186,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Rwanda,RWA,0.06283146,0.24067241,0.292784719,0.356918467,0.430854243,0.556041165,..,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,18,20,21.76763262,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Samoa,WSM,0.566392533,1.689902831,2.244832676,2.799630449,3.07552941,3.352592112,4.469173873,4.749983235,5.031615316,6,7,11,12.92249,15.3,21.2,25.40700977,29.41173011,33.61093932,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,San Marino,SMR,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.52,54.21,..,49.6,..,..,..,..,..,60.18230126,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sao Tome and Principe,STP,4.638516816,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,29.9312292,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Saudi Arabia,SAU,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,74.87927469,82.12000121,93.31000185,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Senegal,SEN,0.403967486,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,27,25.66476804,46,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Serbia,SRB,..,..,..,..,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254,67.05684137,70.33083553,73.36070915,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Seychelles,SYC,7.395629183,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,..,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.51470815,58.76981124,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sierra Leone,SLE,0.118254246,0.160264445,0.176198957,0.190173282,0.203007681,0.21539161,0.227669467,0.239834699,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438,9,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Singapore,SGP,36,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,79.02923586,79.012957,84.45226789,84.44953878,88.16563603,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovak Republic,SVK,9.426803201,12.52832185,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.43999717,76.70999012,77.8826,79.98,77.6347,80.47585728,81.62566752,80.66033556,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovenia,SVN,15.11025956,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58,64,70,67.33999481,68.34997453,72.6756,71.59,73.0987,75.49850426,78.88542636,79.7499766,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Solomon Islands,SLB,0.481296806,0.468551964,0.501919843,0.555609882,0.649672673,0.844307573,1.646347989,2,3,4,5,6,6.9974,8,9,10.00046498,11.00090227,11.92422906,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Somalia,SOM,0.02,0.079039179,0.115614213,0.376198003,1.053454744,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,..,1.25,1.3767,1.5,1.63,1.76,1.88,2.004048698,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Africa,ZAF,5.348559732,6.346619318,6.710322437,7.007691726,8.425118683,7.48854253,7.607139675,8.065375174,8.43,10,24,33.97,41,46.5,49,51.91911572,54,56.16739447,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,3.829969245,4.51615373,5.5,6.679728051,7.977428907,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Spain,ESP,13.62496081,18.14872269,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.08999939,69.80999994,71.635,76.19,78.6896,80.56133294,84.6022428,86.10723553,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sri Lanka,LKA,0.647410011,0.793821864,1.050422706,1.458580228,1.44615998,1.792046794,2.537566129,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,12.1,16.4,34.1133479,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Kitts and Nevis,KNA,5.86281024,7.714726556,21.15238176,22.96978429,24.73767754,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.81767491,80.71019081,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Lucia,LCA,5.090483341,8.181863954,14.64183577,20.98247346,21.39521236,21.56758295,24.5,27.9,30,31,32.5,34,34.82,36,39.7,42.53093047,46.72907806,50.81524478,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Vincent and the Grenadines,VCT,3.245037411,5.094809778,5.54959488,6.462274167,7.371165842,9.198278082,12,16,21,31,33.7,36.7,40,43.5,47.4,17.13206652,20.68943522,22.00427798,22.39426119,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sudan,SDN,0.025785032,0.140185224,0.439477639,0.538471703,0.791561615,1.292040678,..,8.66,..,..,16.7,17.46,21,22.7,24.64,26.61,14.09999994,30.87029573,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Suriname,SUR,2.506411052,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.76382778,45.4,48.94517397,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sweden,SWE,45.68765221,51.76566494,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.76998606,93.17998801,94.7836,92.52,90.6102,89.65094761,95.51006745,92.14167705,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Switzerland,CHE,47.1,55.1,61.4,65.1,67.8,70.1,75.7,77.2,79.2,81.3,83.9,85.19302818,85.2,86.34,87.4,87.4790556,89.13468774,89.68614767,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Syrian Arab Republic,SYR,0.18169858,0.35375913,2.093101019,3.397972614,4.321593778,5.648106049,7.832551569,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.97979724,31.86962727,34.25340193,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tajikistan,TJK,0.048599595,0.051259133,0.055462827,0.064583777,0.077479907,0.298690024,3.772406207,7.197619518,8.78,10.07,11.55,13.03,14.51,16,17.49,18.98,20.47,21.96,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tanzania,TZA,0.11719444,0.171300351,0.222484414,0.676962857,0.877574971,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,20,13,25,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Thailand,THA,3.689041279,5.556326121,7.531250335,9.299027238,10.67730332,15.02600436,17.16071472,20.03,18.2,20.1,22.4,23.66992562,26.46,28.94,34.89,39.31612674,47.50496562,52.89192934,56.81748093,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Timor-Leste,TLS,..,..,0,..,..,0.099031768,0.5,1,1.5,2,3,4,7,11,17.5,23,25.24624959,27.49273173,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Togo,TGO,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31,12.36022497,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tonga,TON,2.434398044,2.825371839,2.907297316,2.985817368,3.952373895,4.907782762,5.853944095,7.179865329,8.110769944,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95,41.24872764,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Trinidad and Tobago,TTO,7.721411474,15.38462722,21.99867548,25.97176411,27.02427008,28.97671243,30.00374858,32.3,34.8,44.3,48.5,55.2,59.5162,63.8,65.1,69.19847061,73.29694122,77.32605293,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tunisia,TUN,2.750740293,4.297966035,5.252887295,6.490845795,8.528817752,9.655086542,12.98640865,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.59999484,64.19081023,64.19081023,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkey,TUR,3.761685035,5.189481461,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.06571043,45.13,46.25,51.04,53.74497914,58.34773401,64.68461768,71.04276107,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkmenistan,TKM,0.133282183,0.175209518,0.302132016,0.425182632,0.754053983,0.997256559,1.319573118,1.406360688,1.75,1.95,3,5,7.1958,9.6,12.2,14.99677482,17.99032446,21.25099741,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tuvalu,TUV,5.241639585,..,..,..,..,..,..,10,15,20,25,30,35,37,39.2,42.7,46.00915151,49.31833862,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uganda,UGA,0.163714063,0.237945087,0.384093505,0.46484984,0.71997068,1.742205503,2.529363038,3.671965351,7.9,9.78,12.5,13.01354333,14.1,15.5,16.9,17.83485947,21.87617046,23.70653091,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ukraine,UKR,0.716183762,1.238759547,1.873885116,3.148127588,3.489477881,3.749764415,4.506124564,6.55,11,17.9,23.3,28.70826284,35.27,40.954129,46.23597546,48.88464368,53,58.88947945,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Arab Emirates,ARE,23.62530088,26.2717542,28.31648531,29.47795341,30.13129617,40,52,61,63,64,68,78,84.9999915,88,90.4,90.5,90.60000732,94.81992254,98.45000178,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Kingdom,GBR,26.82175435,33.48109487,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.37999855,87.47999842,89.8441,91.61,92.0003,94.77580063,94.62,94.89674176,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United States,USA,43.07916264,49.08083159,58.78540388,61.69711712,64.75825648,67.96805292,68.93119327,75,74,71,71.69,69.72946076,74.7,71.4,73,74.55420245,85.54442129,87.26611282,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uruguay,URY,10.53905775,11.12143768,11.4194702,15.93713672,17.06309834,20.08818956,29.4,34,39.3,41.8,46.4,51.40466106,54.45376868,57.69,61.46,64.5707871,66.4,68.27966256,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uzbekistan,UZB,0.484347308,0.597567994,1.081939742,1.912595178,2.593725421,3.343509888,6.388321967,7.490604681,9.080114523,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.79128694,52.30510079,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Vanuatu,VUT,2.108336891,2.830572239,3.510038711,3.903295845,4.746602619,5.082333808,5.850585059,6.8,7.269119923,7.5,8,9.2,10.598,11.3,18.8,22.35140458,24,25.71978784,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Venezuela, RB",VEN,3.359597465,4.636000948,4.910446327,7.499963465,8.404469592,12.55299791,15.22471148,20.83,25.88,32.7,37.37,40.22,49.05008307,54.9,57,64,60,72,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Vietnam,VNM,0.254248276,1.265651236,1.854999236,3.780280814,7.642408528,12.73992929,17.25456172,20.75544477,23.92,26.55,30.65,35.07,36.8,38.5,41,45,53,58.14,70.34963558,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Virgin Islands (U.S.),VIR,13.81508054,18.37576604,27.49443238,27.42907299,27.37700879,27.34431967,27.33261054,27.33933584,27.36177742,27.39650968,31.22,35.6,40.5479,45.3,50.07,54.8391373,59.6083158,64.3774943,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,West Bank and Gaza,PSE,1.111306207,1.836854839,3.100092235,4.130616356,4.400904826,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67,57.42419241,61.17838483,65.2,64.39999371,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Yemen, Rep.",YEM,0.082500387,0.090802459,0.518796032,0.6047341,0.881222989,1.048597934,1.247824049,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.08540947,24.57920836,26.71835477,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zambia,ZMB,0.191071643,0.233129556,0.477750907,0.980483039,2.013549532,2.851752261,4.159913394,4.87,5.55,6.31,10,11.5,13.4682,15.4,19,21,25.50657885,27.8525791,14.2999971,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zimbabwe,ZWE,0.401433535,0.799846046,1.1,1.8,2.1,2.4,2.4,3,3.5,4,6.4,8.4,12,15.5,16.36473996,22.7428181,23.11998904,27.05548769,..,..
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/28/2019,,,,,,,,,,,,,,,,,,,,,,,
